invoice_id,contract_id,account_id,invoice_date,period_month,amount
INV001995,C0217,A0198,2025-02-01,2025-02-01,4890.67
INV001996,C0217,A0198,2025-03-01,2025-03-01,4890.67
INV001997,C0217,A0198,2025-04-01,2025-04-01,4890.67
INV001998,C0217,A0198,2025-05-01,2025-05-01,4890.67
INV001999,C0217,A0198,2025-06-01,2025-06-01,4890.67
INV002000,C0217,A0198,2025-07-01,2025-07-01,4890.67
INV002001,C0217,A0198,2025-08-01,2025-08-01,4890.67
INV002002,C0217,A0198,2025-09-01,2025-09-01,4890.67
INV002003,C0217,A0198,2025-10-01,2025-10-01,4890.67
INV002004,C0217,A0198,2025-11-01,2025-11-01,4890.67
INV002005,C0217,A0198,2025-12-01,2025-12-01,4890.67
INV002006,C0217,A0198,2026-01-01,2026-01-01,4890.67
INV002007,C0217,A0198,2026-02-01,2026-02-01,4890.67
INV002008,C0217,A0198,2026-03-01,2026-03-01,4890.67
INV002009,C0217,A0198,2026-04-01,2026-04-01,4890.67
INV002010,C0217,A0198,2026-05-01,2026-05-01,4890.67
INV002011,C0218,A0478,2026-03-01,2026-03-01,19647.25
INV002012,C0218,A0478,2026-04-01,2026-04-01,19647.25
INV002013,C0218,A0478,2026-05-01,2026-05-01,19647.25
INV002014,C0219,A0302,2025-10-01,2025-10-01,543.0
INV002015,C0219,A0302,2025-11-01,2025-11-01,543.0
INV002016,C0219,A0302,2025-12-01,2025-12-01,543.0
INV002017,C0219,A0302,2026-01-01,2026-01-01,543.0
INV002018,C0219,A0302,2026-02-01,2026-02-01,543.0
INV002019,C0219,A0302,2026-03-01,2026-03-01,543.0
INV002020,C0219,A0302,2026-04-01,2026-04-01,543.0
INV002021,C0219,A0302,2026-05-01,2026-05-01,543.0
INV002022,C0220,A0324,2025-05-01,2025-05-01,20954.92
INV002023,C0220,A0324,2025-06-01,2025-06-01,20954.92
INV002024,C0220,A0324,2025-07-01,2025-07-01,20954.92
INV002025,C0220,A0324,2025-08-01,2025-08-01,20954.92
INV002026,C0220,A0324,2025-09-01,2025-09-01,20954.92
INV002027,C0220,A0324,2025-10-01,2025-10-01,20954.92
INV002028,C0220,A0324,2025-11-01,2025-11-01,20954.92
INV002029,C0220,A0324,2025-12-01,2025-12-01,20954.92
INV002030,C0220,A0324,2026-01-01,2026-01-01,20954.92
INV002031,C0220,A0324,2026-02-01,2026-02-01,20954.92
INV002032,C0220,A0324,2026-03-01,2026-03-01,20954.92
INV002033,C0220,A0324,2026-04-01,2026-04-01,20954.92
INV002034,C0220,A0324,2026-05-01,2026-05-01,20954.92
INV002035,C0221,A0324,2026-05-01,2026-05-01,17811.68
INV002036,C0222,A0245,2025-10-01,2025-10-01,1625.5
INV002037,C0222,A0245,2025-11-01,2025-11-01,1625.5
INV002038,C0222,A0245,2025-12-01,2025-12-01,1625.5
INV002039,C0222,A0245,2026-01-01,2026-01-01,1625.5
INV002040,C0222,A0245,2026-02-01,2026-02-01,1625.5
INV002041,C0222,A0245,2026-03-01,2026-03-01,1625.5
INV002042,C0222,A0245,2026-04-01,2026-04-01,1625.5
INV002043,C0222,A0245,2026-05-01,2026-05-01,1625.5
INV002044,C0223,A0125,2024-07-01,2024-07-01,1000.58
INV002045,C0223,A0125,2024-08-01,2024-08-01,1000.58
INV002046,C0223,A0125,2024-09-01,2024-09-01,1000.58
INV002047,C0223,A0125,2024-10-01,2024-10-01,1000.58
INV002048,C0223,A0125,2024-11-01,2024-11-01,1000.58
INV002049,C0223,A0125,2024-12-01,2024-12-01,1000.58
INV002050,C0223,A0125,2025-01-01,2025-01-01,1000.58
INV002051,C0223,A0125,2025-02-01,2025-02-01,1000.58
INV002052,C0223,A0125,2025-03-01,2025-03-01,1000.58
INV002053,C0223,A0125,2025-04-01,2025-04-01,1000.58
INV002054,C0223,A0125,2025-05-01,2025-05-01,1000.58
INV002055,C0223,A0125,2025-06-01,2025-06-01,1000.58
INV002056,C0223,A0125,2025-07-01,2025-07-01,1000.58
INV002057,C0223,A0125,2025-08-01,2025-08-01,1000.58
INV002058,C0223,A0125,2025-09-01,2025-09-01,1000.58
INV002059,C0223,A0125,2025-10-01,2025-10-01,1000.58
INV002060,C0223,A0125,2025-11-01,2025-11-01,1000.58
INV002061,C0223,A0125,2025-12-01,2025-12-01,1000.58
INV002062,C0223,A0125,2026-01-01,2026-01-01,1000.58
INV002063,C0223,A0125,2026-02-01,2026-02-01,1000.58
INV002064,C0223,A0125,2026-03-01,2026-03-01,1000.58
INV002065,C0223,A0125,2026-04-01,2026-04-01,1000.58
INV002066,C0223,A0125,2026-05-01,2026-05-01,1000.58
INV002067,C0224,A0232,2025-07-01,2025-07-01,1490.0
INV002068,C0224,A0232,2025-08-01,2025-08-01,1490.0
INV002069,C0224,A0232,2025-09-01,2025-09-01,1490.0
INV002070,C0224,A0232,2025-10-01,2025-10-01,1490.0
INV002071,C0224,A0232,2025-11-01,2025-11-01,1490.0
INV002072,C0224,A0232,2025-12-01,2025-12-01,1490.0
INV002073,C0224,A0232,2026-01-01,2026-01-01,1490.0
INV002074,C0224,A0232,2026-02-01,2026-02-01,1490.0
INV002075,C0224,A0232,2026-03-01,2026-03-01,1490.0
INV002076,C0224,A0232,2026-04-01,2026-04-01,1490.0
INV002077,C0224,A0232,2026-05-01,2026-05-01,1490.0
INV002078,C0225,A0346,2024-06-01,2024-06-01,955.92
INV002079,C0225,A0346,2024-07-01,2024-07-01,955.92
INV002080,C0225,A0346,2024-08-01,2024-08-01,955.92
INV002081,C0225,A0346,2024-09-01,2024-09-01,955.92
INV002082,C0225,A0346,2024-10-01,2024-10-01,955.92
INV002083,C0225,A0346,2024-11-01,2024-11-01,955.92
INV002084,C0225,A0346,2024-12-01,2024-12-01,955.92
INV002085,C0225,A0346,2025-01-01,2025-01-01,955.92
INV002086,C0225,A0346,2025-02-01,2025-02-01,955.92
INV002087,C0225,A0346,2025-03-01,2025-03-01,955.92
INV002088,C0225,A0346,2025-04-01,2025-04-01,955.92
INV002089,C0225,A0346,2025-05-01,2025-05-01,955.92
INV002090,C0225,A0346,2025-06-01,2025-06-01,955.92
INV002091,C0225,A0346,2025-07-01,2025-07-01,955.92
INV002092,C0225,A0346,2025-08-01,2025-08-01,955.92
INV002093,C0225,A0346,2025-09-01,2025-09-01,955.92
INV002094,C0225,A0346,2025-10-01,2025-10-01,955.92
INV002095,C0225,A0346,2025-11-01,2025-11-01,955.92
INV002096,C0225,A0346,2025-12-01,2025-12-01,955.92
INV002097,C0225,A0346,2026-01-01,2026-01-01,955.92
INV002098,C0225,A0346,2026-02-01,2026-02-01,955.92
INV002099,C0225,A0346,2026-03-01,2026-03-01,955.92
INV002100,C0225,A0346,2026-04-01,2026-04-01,955.92
INV002101,C0225,A0346,2026-05-01,2026-05-01,955.92
INV002102,C0226,A0105,2026-02-01,2026-02-01,1302.25
INV002103,C0226,A0105,2026-03-01,2026-03-01,1302.25
INV002104,C0226,A0105,2026-04-01,2026-04-01,1302.25
INV002105,C0226,A0105,2026-05-01,2026-05-01,1302.25
INV002106,C0227,A0101,2024-07-01,2024-07-01,4776.5
INV002107,C0227,A0101,2024-08-01,2024-08-01,4776.5
INV002108,C0227,A0101,2024-09-01,2024-09-01,4776.5
INV002109,C0227,A0101,2024-10-01,2024-10-01,4776.5
INV002110,C0227,A0101,2024-11-01,2024-11-01,4776.5
INV002111,C0227,A0101,2024-12-01,2024-12-01,4776.5
INV002112,C0227,A0101,2025-01-01,2025-01-01,4776.5
INV002113,C0227,A0101,2025-02-01,2025-02-01,4776.5
INV002114,C0227,A0101,2025-03-01,2025-03-01,4776.5
INV002115,C0227,A0101,2025-04-01,2025-04-01,4776.5
INV002116,C0227,A0101,2025-05-01,2025-05-01,4776.5
INV002117,C0227,A0101,2025-06-01,2025-06-01,4776.5
INV002118,C0227,A0101,2025-07-01,2025-07-01,4776.5
INV002119,C0228,A0101,2025-07-01,2025-07-01,5731.8
INV002120,C0228,A0101,2025-08-01,2025-08-01,5731.8
INV002121,C0228,A0101,2025-09-01,2025-09-01,5731.8
INV002122,C0228,A0101,2025-10-01,2025-10-01,5731.8
INV002123,C0228,A0101,2025-11-01,2025-11-01,5731.8
INV002124,C0228,A0101,2025-12-01,2025-12-01,5731.8
INV002125,C0228,A0101,2026-01-01,2026-01-01,5731.8
INV002126,C0228,A0101,2026-02-01,2026-02-01,5731.8
INV002127,C0228,A0101,2026-03-01,2026-03-01,5731.8
INV002128,C0228,A0101,2026-04-01,2026-04-01,5731.8
INV002129,C0228,A0101,2026-05-01,2026-05-01,5731.8
INV002130,C0229,A0409,2025-07-01,2025-07-01,1082.75
INV002131,C0229,A0409,2025-08-01,2025-08-01,1082.75
INV002132,C0229,A0409,2025-09-01,2025-09-01,1082.75
INV002133,C0229,A0409,2025-10-01,2025-10-01,1082.75
INV002134,C0229,A0409,2025-11-01,2025-11-01,1082.75
INV002135,C0229,A0409,2025-12-01,2025-12-01,1082.75
INV002136,C0229,A0409,2026-01-01,2026-01-01,1082.75
INV002137,C0229,A0409,2026-02-01,2026-02-01,1082.75
INV002138,C0229,A0409,2026-03-01,2026-03-01,1082.75
INV002139,C0229,A0409,2026-04-01,2026-04-01,1082.75
INV002140,C0229,A0409,2026-05-01,2026-05-01,1082.75
INV002141,C0230,A0057,2025-06-01,2025-06-01,2904.67
INV002142,C0230,A0057,2025-07-01,2025-07-01,2904.67
INV002143,C0230,A0057,2025-08-01,2025-08-01,2904.67
INV002144,C0230,A0057,2025-09-01,2025-09-01,2904.67
INV002145,C0230,A0057,2025-10-01,2025-10-01,2904.67
INV002146,C0230,A0057,2025-11-01,2025-11-01,2904.67
INV002147,C0230,A0057,2025-12-01,2025-12-01,2904.67
INV002148,C0230,A0057,2026-01-01,2026-01-01,2904.67
INV002149,C0230,A0057,2026-02-01,2026-02-01,2904.67
INV002150,C0230,A0057,2026-03-01,2026-03-01,2904.67
INV002151,C0230,A0057,2026-04-01,2026-04-01,2904.67
INV002152,C0230,A0057,2026-05-01,2026-05-01,2904.67
INV002153,C0231,A0305,2024-11-01,2024-11-01,8892.0
INV002154,C0231,A0305,2024-12-01,2024-12-01,8892.0
INV002155,C0231,A0305,2025-01-01,2025-01-01,8892.0
INV002156,C0231,A0305,2025-02-01,2025-02-01,8892.0
INV002157,C0231,A0305,2025-03-01,2025-03-01,8892.0
INV002158,C0231,A0305,2025-04-01,2025-04-01,8892.0
INV002159,C0231,A0305,2025-05-01,2025-05-01,8892.0
INV002160,C0231,A0305,2025-06-01,2025-06-01,8892.0
INV002161,C0231,A0305,2025-07-01,2025-07-01,8892.0
INV002162,C0231,A0305,2025-08-01,2025-08-01,8892.0
INV002163,C0231,A0305,2025-09-01,2025-09-01,8892.0
INV002164,C0231,A0305,2025-10-01,2025-10-01,8892.0
INV002165,C0231,A0305,2025-11-01,2025-11-01,8892.0
INV002166,C0232,A0305,2025-11-01,2025-11-01,10670.4
INV002167,C0232,A0305,2025-12-01,2025-12-01,10670.4
INV002168,C0232,A0305,2026-01-01,2026-01-01,10670.4
INV002169,C0232,A0305,2026-02-01,2026-02-01,10670.4
INV002170,C0232,A0305,2026-03-01,2026-03-01,10670.4
INV002171,C0232,A0305,2026-04-01,2026-04-01,10670.4
INV002172,C0232,A0305,2026-05-01,2026-05-01,10670.4
INV002173,C0233,A0485,2025-07-01,2025-07-01,1466.83
INV002174,C0233,A0485,2025-08-01,2025-08-01,1466.83
INV002175,C0233,A0485,2025-09-01,2025-09-01,1466.83
INV002176,C0233,A0485,2025-10-01,2025-10-01,1466.83
INV002177,C0233,A0485,2025-11-01,2025-11-01,1466.83
INV002178,C0233,A0485,2025-12-01,2025-12-01,1466.83
INV002179,C0233,A0485,2026-01-01,2026-01-01,1466.83
INV002180,C0233,A0485,2026-02-01,2026-02-01,1466.83
INV002181,C0233,A0485,2026-03-01,2026-03-01,1466.83
INV002182,C0233,A0485,2026-04-01,2026-04-01,1466.83
INV002183,C0233,A0485,2026-05-01,2026-05-01,1466.83
INV002184,C0234,A0476,2025-08-01,2025-08-01,1121.33
INV002185,C0234,A0476,2025-09-01,2025-09-01,1121.33
INV002186,C0234,A0476,2025-10-01,2025-10-01,1121.33
INV002187,C0234,A0476,2025-11-01,2025-11-01,1121.33
INV002188,C0234,A0476,2025-12-01,2025-12-01,1121.33
INV002189,C0234,A0476,2026-01-01,2026-01-01,1121.33
INV002190,C0234,A0476,2026-02-01,2026-02-01,1121.33
INV002191,C0234,A0476,2026-03-01,2026-03-01,1121.33
INV002192,C0234,A0476,2026-04-01,2026-04-01,1121.33
INV002193,C0234,A0476,2026-05-01,2026-05-01,1121.33
INV002194,C0235,A0170,2025-07-01,2025-07-01,965.0
INV002195,C0235,A0170,2025-08-01,2025-08-01,965.0
INV002196,C0235,A0170,2025-09-01,2025-09-01,965.0
INV002197,C0235,A0170,2025-10-01,2025-10-01,965.0
INV002198,C0235,A0170,2025-11-01,2025-11-01,965.0
INV002199,C0235,A0170,2025-12-01,2025-12-01,965.0
INV002200,C0235,A0170,2026-01-01,2026-01-01,965.0
INV002201,C0235,A0170,2026-02-01,2026-02-01,965.0
INV002202,C0235,A0170,2026-03-01,2026-03-01,965.0
INV002203,C0235,A0170,2026-04-01,2026-04-01,965.0
INV002204,C0235,A0170,2026-05-01,2026-05-01,965.0
INV002205,C0236,A0157,2026-04-01,2026-04-01,3546.17
INV002206,C0236,A0157,2026-05-01,2026-05-01,3546.17
INV002207,C0237,A0395,2025-10-01,2025-10-01,1306.83
INV002208,C0237,A0395,2025-11-01,2025-11-01,1306.83
INV002209,C0237,A0395,2025-12-01,2025-12-01,1306.83
INV002210,C0237,A0395,2026-01-01,2026-01-01,1306.83
INV002211,C0237,A0395,2026-02-01,2026-02-01,1306.83
INV002212,C0237,A0395,2026-03-01,2026-03-01,1306.83
INV002213,C0237,A0395,2026-04-01,2026-04-01,1306.83
INV002214,C0237,A0395,2026-05-01,2026-05-01,1306.83
INV002215,C0238,A0171,2026-03-01,2026-03-01,5138.33
INV002216,C0238,A0171,2026-04-01,2026-04-01,5138.33
INV002217,C0238,A0171,2026-05-01,2026-05-01,5138.33
INV002218,C0239,A0056,2025-07-01,2025-07-01,1994.0
INV002219,C0239,A0056,2025-08-01,2025-08-01,1994.0
INV002220,C0239,A0056,2025-09-01,2025-09-01,1994.0
INV002221,C0239,A0056,2025-10-01,2025-10-01,1994.0
INV002222,C0239,A0056,2025-11-01,2025-11-01,1994.0
INV002223,C0239,A0056,2025-12-01,2025-12-01,1994.0
INV002224,C0239,A0056,2026-01-01,2026-01-01,1994.0
INV002225,C0239,A0056,2026-02-01,2026-02-01,1994.0
INV002226,C0239,A0056,2026-03-01,2026-03-01,1994.0
INV002227,C0239,A0056,2026-04-01,2026-04-01,1994.0
INV002228,C0239,A0056,2026-05-01,2026-05-01,1994.0
INV002229,C0240,A0369,2026-04-01,2026-04-01,1035.33
INV002230,C0240,A0369,2026-05-01,2026-05-01,1035.33
INV002231,C0241,A0202,2026-02-01,2026-02-01,1179.83
INV002232,C0241,A0202,2026-03-01,2026-03-01,1179.83
INV002233,C0241,A0202,2026-04-01,2026-04-01,1179.83
INV002234,C0241,A0202,2026-05-01,2026-05-01,1179.83
INV002235,C0242,A0366,2025-10-01,2025-10-01,3943.58
INV002236,C0242,A0366,2025-11-01,2025-11-01,3943.58
INV002237,C0242,A0366,2025-12-01,2025-12-01,3943.58
INV002238,C0242,A0366,2026-01-01,2026-01-01,3943.58
INV002239,C0242,A0366,2026-02-01,2026-02-01,3943.58
INV002240,C0242,A0366,2026-03-01,2026-03-01,3943.58
INV002241,C0242,A0366,2026-04-01,2026-04-01,3943.58
INV002242,C0242,A0366,2026-05-01,2026-05-01,3943.58
INV002243,C0243,A0107,2025-08-01,2025-08-01,1062.92
INV002244,C0243,A0107,2025-09-01,2025-09-01,1062.92
INV002245,C0243,A0107,2025-10-01,2025-10-01,1062.92
INV002246,C0243,A0107,2025-11-01,2025-11-01,1062.92
INV002247,C0243,A0107,2025-12-01,2025-12-01,1062.92
INV002248,C0243,A0107,2026-01-01,2026-01-01,1062.92
INV002249,C0243,A0107,2026-02-01,2026-02-01,1062.92
INV002250,C0243,A0107,2026-03-01,2026-03-01,1062.92
INV002251,C0243,A0107,2026-04-01,2026-04-01,1062.92
INV002252,C0243,A0107,2026-05-01,2026-05-01,1062.92
INV002253,C0244,A0021,2025-05-01,2025-05-01,10015.58
INV002254,C0244,A0021,2025-06-01,2025-06-01,10015.58
INV002255,C0244,A0021,2025-07-01,2025-07-01,10015.58
INV002256,C0244,A0021,2025-08-01,2025-08-01,10015.58
INV002257,C0244,A0021,2025-09-01,2025-09-01,10015.58
INV002258,C0244,A0021,2025-10-01,2025-10-01,10015.58
INV002259,C0244,A0021,2025-11-01,2025-11-01,10015.58
INV002260,C0244,A0021,2025-12-01,2025-12-01,10015.58
INV002261,C0244,A0021,2026-01-01,2026-01-01,10015.58
INV002262,C0244,A0021,2026-02-01,2026-02-01,10015.58
INV002263,C0244,A0021,2026-03-01,2026-03-01,10015.58
INV002264,C0244,A0021,2026-04-01,2026-04-01,10015.58
INV002265,C0244,A0021,2026-05-01,2026-05-01,10015.58
INV002266,C0245,A0021,2026-05-01,2026-05-01,10015.58
INV002267,C0246,A0025,2025-10-01,2025-10-01,1637.58
INV002268,C0246,A0025,2025-11-01,2025-11-01,1637.58
INV002269,C0246,A0025,2025-12-01,2025-12-01,1637.58
INV002270,C0246,A0025,2026-01-01,2026-01-01,1637.58
INV002271,C0246,A0025,2026-02-01,2026-02-01,1637.58
INV002272,C0246,A0025,2026-03-01,2026-03-01,1637.58
INV002273,C0246,A0025,2026-04-01,2026-04-01,1637.58
INV002274,C0246,A0025,2026-05-01,2026-05-01,1637.58
INV002275,C0247,A0287,2025-11-01,2025-11-01,4756.42
INV002276,C0247,A0287,2025-12-01,2025-12-01,4756.42
INV002277,C0247,A0287,2026-01-01,2026-01-01,4756.42
INV002278,C0247,A0287,2026-02-01,2026-02-01,4756.42
INV002279,C0247,A0287,2026-03-01,2026-03-01,4756.42
INV002280,C0247,A0287,2026-04-01,2026-04-01,4756.42
INV002281,C0247,A0287,2026-05-01,2026-05-01,4756.42
INV002282,C0248,A0334,2026-05-01,2026-05-01,620.0
INV002283,C0249,A0478,2026-01-01,2026-01-01,18503.17
INV002284,C0249,A0478,2026-02-01,2026-02-01,18503.17
INV002285,C0249,A0478,2026-03-01,2026-03-01,18503.17
INV002286,C0249,A0478,2026-04-01,2026-04-01,18503.17
INV002287,C0249,A0478,2026-05-01,2026-05-01,18503.17
INV002288,C0250,A0266,2026-04-01,2026-04-01,442.5
INV002289,C0250,A0266,2026-05-01,2026-05-01,442.5
INV002290,C0251,A0246,2025-11-01,2025-11-01,7174.83
INV002291,C0251,A0246,2025-12-01,2025-12-01,7174.83
INV002292,C0251,A0246,2026-01-01,2026-01-01,7174.83
INV002293,C0251,A0246,2026-02-01,2026-02-01,7174.83
INV002294,C0251,A0246,2026-03-01,2026-03-01,7174.83
INV002295,C0251,A0246,2026-04-01,2026-04-01,7174.83
INV002296,C0251,A0246,2026-05-01,2026-05-01,7174.83
INV002297,C0252,A0143,2025-08-01,2025-08-01,10657.08
INV002298,C0252,A0143,2025-09-01,2025-09-01,10657.08
INV002299,C0252,A0143,2025-10-01,2025-10-01,10657.08
INV002300,C0252,A0143,2025-11-01,2025-11-01,10657.08
INV002301,C0252,A0143,2025-12-01,2025-12-01,10657.08
INV002302,C0252,A0143,2026-01-01,2026-01-01,10657.08
INV002303,C0252,A0143,2026-02-01,2026-02-01,10657.08
INV002304,C0252,A0143,2026-03-01,2026-03-01,10657.08
INV002305,C0252,A0143,2026-04-01,2026-04-01,10657.08
INV002306,C0252,A0143,2026-05-01,2026-05-01,10657.08
INV002307,C0253,A0255,2025-04-01,2025-04-01,4421.42
INV002308,C0253,A0255,2025-05-01,2025-05-01,4421.42
INV002309,C0253,A0255,2025-06-01,2025-06-01,4421.42
INV002310,C0253,A0255,2025-07-01,2025-07-01,4421.42
INV002311,C0253,A0255,2025-08-01,2025-08-01,4421.42
INV002312,C0253,A0255,2025-09-01,2025-09-01,4421.42
INV002313,C0253,A0255,2025-10-01,2025-10-01,4421.42
INV002314,C0253,A0255,2025-11-01,2025-11-01,4421.42
INV002315,C0253,A0255,2025-12-01,2025-12-01,4421.42
INV002316,C0253,A0255,2026-01-01,2026-01-01,4421.42
INV002317,C0253,A0255,2026-02-01,2026-02-01,4421.42
INV002318,C0253,A0255,2026-03-01,2026-03-01,4421.42
INV002319,C0253,A0255,2026-04-01,2026-04-01,4421.42
INV002320,C0253,A0255,2026-05-01,2026-05-01,4421.42
INV002321,C0254,A0212,2026-04-01,2026-04-01,1661.08
INV002322,C0254,A0212,2026-05-01,2026-05-01,1661.08
INV002323,C0255,A0137,2026-04-01,2026-04-01,759.17
INV002324,C0255,A0137,2026-05-01,2026-05-01,759.17
INV002325,C0256,A0352,2024-10-01,2024-10-01,1457.67
INV002326,C0256,A0352,2024-11-01,2024-11-01,1457.67
INV002327,C0256,A0352,2024-12-01,2024-12-01,1457.67
INV002328,C0256,A0352,2025-01-01,2025-01-01,1457.67
INV002329,C0256,A0352,2025-02-01,2025-02-01,1457.67
INV002330,C0256,A0352,2025-03-01,2025-03-01,1457.67
INV002331,C0256,A0352,2025-04-01,2025-04-01,1457.67
INV002332,C0256,A0352,2025-05-01,2025-05-01,1457.67
INV002333,C0256,A0352,2025-06-01,2025-06-01,1457.67
INV002334,C0256,A0352,2025-07-01,2025-07-01,1457.67
INV002335,C0256,A0352,2025-08-01,2025-08-01,1457.67
INV002336,C0256,A0352,2025-09-01,2025-09-01,1457.67
INV002337,C0256,A0352,2025-10-01,2025-10-01,1457.67
INV002338,C0257,A0352,2025-10-01,2025-10-01,1749.2
INV002339,C0257,A0352,2025-11-01,2025-11-01,1749.2
INV002340,C0257,A0352,2025-12-01,2025-12-01,1749.2
INV002341,C0257,A0352,2026-01-01,2026-01-01,1749.2
INV002342,C0257,A0352,2026-02-01,2026-02-01,1749.2
INV002343,C0257,A0352,2026-03-01,2026-03-01,1749.2
INV002344,C0257,A0352,2026-04-01,2026-04-01,1749.2
INV002346,C0258,A0099,2026-01-01,2026-01-01,1537.75
INV002347,C0258,A0099,2026-02-01,2026-02-01,1537.75
INV002348,C0258,A0099,2026-03-01,2026-03-01,1537.75
INV002349,C0258,A0099,2026-04-01,2026-04-01,1537.75
INV002350,C0258,A0099,2026-05-01,2026-05-01,1537.75
INV002351,C0259,A0441,2024-09-01,2024-09-01,5647.42
INV002352,C0259,A0441,2024-10-01,2024-10-01,5647.42
INV002353,C0259,A0441,2024-11-01,2024-11-01,5647.42
INV002354,C0259,A0441,2024-12-01,2024-12-01,5647.42
INV002355,C0259,A0441,2025-01-01,2025-01-01,5647.42
INV002356,C0259,A0441,2025-02-01,2025-02-01,5647.42
INV002357,C0259,A0441,2025-03-01,2025-03-01,5647.42
INV002358,C0259,A0441,2025-04-01,2025-04-01,5647.42
INV002359,C0259,A0441,2025-05-01,2025-05-01,5647.42
INV002360,C0259,A0441,2025-06-01,2025-06-01,5647.42
INV002361,C0259,A0441,2025-07-01,2025-07-01,5647.42
INV002362,C0259,A0441,2025-08-01,2025-08-01,5647.42
INV002363,C0259,A0441,2025-09-01,2025-09-01,5647.42
INV002364,C0260,A0214,2025-09-01,2025-09-01,1335.67
INV002365,C0260,A0214,2025-10-01,2025-10-01,1335.67
INV002366,C0260,A0214,2025-11-01,2025-11-01,1335.67
INV002367,C0260,A0214,2025-12-01,2025-12-01,1335.67
INV002368,C0260,A0214,2026-01-01,2026-01-01,1335.67
INV002369,C0260,A0214,2026-02-01,2026-02-01,1335.67
INV002370,C0260,A0214,2026-03-01,2026-03-01,1335.67
INV002371,C0260,A0214,2026-04-01,2026-04-01,1335.67
INV002373,C0261,A0380,2026-01-01,2026-01-01,1623.33
INV002374,C0261,A0380,2026-02-01,2026-02-01,1623.33
INV002375,C0261,A0380,2026-03-01,2026-03-01,1623.33
INV002376,C0261,A0380,2026-04-01,2026-04-01,1623.33
INV002377,C0261,A0380,2026-05-01,2026-05-01,1623.33
INV002378,C0262,A0433,2025-10-01,2025-10-01,5967.25
INV002379,C0262,A0433,2025-11-01,2025-11-01,5967.25
INV002380,C0262,A0433,2025-12-01,2025-12-01,5967.25
INV002381,C0262,A0433,2026-01-01,2026-01-01,5967.25
INV002382,C0262,A0433,2026-02-01,2026-02-01,5967.25
INV002383,C0262,A0433,2026-03-01,2026-03-01,5967.25
INV002384,C0262,A0433,2026-04-01,2026-04-01,5967.25
INV002385,C0262,A0433,2026-05-01,2026-05-01,5967.25
INV002386,C0263,A0297,2025-04-01,2025-04-01,10896.17
INV002387,C0263,A0297,2025-05-01,2025-05-01,10896.17
INV002388,C0263,A0297,2025-06-01,2025-06-01,10896.17
INV002389,C0263,A0297,2025-07-01,2025-07-01,10896.17
INV002390,C0263,A0297,2025-08-01,2025-08-01,10896.17
INV002391,C0263,A0297,2025-09-01,2025-09-01,10896.17
INV002392,C0263,A0297,2025-10-01,2025-10-01,10896.17
INV002393,C0263,A0297,2025-11-01,2025-11-01,10896.17
INV002394,C0263,A0297,2025-12-01,2025-12-01,10896.17
INV002395,C0263,A0297,2026-01-01,2026-01-01,10896.17
INV002396,C0263,A0297,2026-02-01,2026-02-01,10896.17
INV002397,C0263,A0297,2026-03-01,2026-03-01,10896.17
INV002398,C0263,A0297,2026-04-01,2026-04-01,10896.17
INV002399,C0264,A0297,2026-04-01,2026-04-01,16344.25
INV002400,C0264,A0297,2026-05-01,2026-05-01,16344.25
INV002401,C0265,A0235,2025-11-01,2025-11-01,1240.33
INV002402,C0265,A0235,2025-12-01,2025-12-01,1240.33
INV002403,C0265,A0235,2026-01-01,2026-01-01,1240.33
INV002404,C0265,A0235,2026-02-01,2026-02-01,1240.33
INV002405,C0265,A0235,2026-03-01,2026-03-01,1240.33
INV002406,C0265,A0235,2026-04-01,2026-04-01,1240.33
INV002407,C0265,A0235,2026-05-01,2026-05-01,1240.33
INV002408,C0266,A0280,2026-04-01,2026-04-01,491.17
INV002409,C0266,A0280,2026-05-01,2026-05-01,491.17
INV002410,C0267,A0439,2026-03-01,2026-03-01,1659.83
INV002411,C0267,A0439,2026-04-01,2026-04-01,1659.83
INV002412,C0267,A0439,2026-05-01,2026-05-01,1659.83
INV002413,C0268,A0110,2025-04-01,2025-04-01,12390.08
INV002414,C0268,A0110,2025-05-01,2025-05-01,12390.08
INV002415,C0268,A0110,2025-06-01,2025-06-01,12390.08
INV002416,C0268,A0110,2025-07-01,2025-07-01,12390.08
INV002417,C0268,A0110,2025-08-01,2025-08-01,12390.08
INV002418,C0268,A0110,2025-09-01,2025-09-01,12390.08
INV002419,C0268,A0110,2025-10-01,2025-10-01,12390.08
INV002420,C0268,A0110,2025-11-01,2025-11-01,12390.08
INV002421,C0268,A0110,2025-12-01,2025-12-01,12390.08
INV002422,C0268,A0110,2026-01-01,2026-01-01,12390.08
INV002423,C0268,A0110,2026-02-01,2026-02-01,12390.08
INV002424,C0268,A0110,2026-03-01,2026-03-01,12390.08
INV002425,C0268,A0110,2026-04-01,2026-04-01,12390.08
INV002426,C0268,A0110,2026-05-01,2026-05-01,12390.08
INV002427,C0269,A0102,2025-08-01,2025-08-01,1595.17
INV002428,C0269,A0102,2025-09-01,2025-09-01,1595.17
INV002429,C0269,A0102,2025-10-01,2025-10-01,1595.17
INV002430,C0269,A0102,2025-11-01,2025-11-01,1595.17
INV002431,C0269,A0102,2025-12-01,2025-12-01,1595.17
INV002432,C0269,A0102,2026-01-01,2026-01-01,1595.17
INV002433,C0269,A0102,2026-02-01,2026-02-01,1595.17
INV002434,C0269,A0102,2026-03-01,2026-03-01,1595.17
