opportunity_id,account_id,lead_id,rep_id,created_date,close_date,stage,amount,is_closed,is_won
O00325,A0069,L00325,R015,2024-06-13,2024-09-03,Closed Won,8047.0,1,1
O00326,A0014,L00326,R003,2026-02-11,2026-05-23,Closed Won,5040.0,1,1
O00327,A0454,,R005,2025-09-17,2025-11-11,Closed Won,15564.0,1,1
O00328,A0129,L00328,R009,2025-05-18,2025-06-22,Closed Lost,64951.0,1,0
O00329,A0030,L00329,R009,2024-10-15,2024-12-19,Closed Lost,10237.0,1,0
O00330,A0319,L00330,R001,2024-07-18,2024-10-27,Closed Won,10832.0,1,1
O00331,A0084,L00331,R016,2026-04-09,,Proposal,41142.0,0,0
O00332,A0007,L00332,R006,2026-04-23,,Proposal,53958.0,0,0
O00333,A0095,L00333,R012,2026-05-08,,Prospecting,226448.0,0,0
O00334,A0039,L00334,R003,2025-03-16,2025-05-19,Closed Won,73663.0,1,1
O00335,A0486,L00335,R013,2024-12-14,2025-01-18,Closed Won,7821.0,1,1
O00336,A0066,L00336,R008,2026-03-16,,Prospecting,6287.0,0,0
O00337,A0379,L00337,R004,2025-10-08,2026-01-20,Closed Won,5696.0,1,1
O00338,A0334,L00338,R002,2024-11-27,2025-03-04,Closed Won,17362.0,1,1
O00339,A0423,L00339,R018,2025-09-25,2025-11-04,Closed Won,38178.0,1,1
O00340,A0007,L00340,R013,2026-03-23,,Prospecting,34221.0,0,0
O00341,A0461,L00341,R013,2024-11-06,2025-02-09,Closed Won,75790.0,1,1
O00342,A0213,L00342,R005,2024-09-04,2024-11-03,Closed Won,214807.0,1,1
O00343,A0279,L00343,R002,2025-02-15,2025-04-25,Closed Lost,5665.0,1,0
O00344,A0204,L00344,R008,2026-05-01,,Proposal,76057.0,0,0
O00345,A0199,L00345,R012,2025-06-09,2025-07-17,Closed Won,13563.0,1,1
O00346,A0085,L00346,R018,2025-06-18,2025-09-22,Closed Won,10959.0,1,1
O00347,A0383,L00347,R005,2026-05-23,,Negotiation,14726.0,0,0
O00348,A0140,L00348,R009,2025-09-22,2025-12-13,Closed Won,70331.0,1,1
O00349,A0035,L00349,R001,2025-03-31,2025-07-06,Closed Won,64440.0,1,1
O00350,A0260,L00350,R015,2025-09-22,2026-01-04,Closed Won,13064.0,1,1
O00351,A0009,L00351,R001,2025-05-28,2025-07-02,Closed Lost,17516.0,1,0
O00352,A0330,L00352,R006,2025-07-16,2025-10-06,Closed Lost,17769.0,1,0
O00353,A0055,L00353,R009,2025-12-07,2026-03-06,Closed Lost,16059.0,1,0
O00354,A0296,L00354,R012,2025-03-25,2025-05-20,Closed Won,11189.0,1,1
O00355,A0372,L00355,R014,2024-08-08,2024-10-15,Closed Lost,21762.0,1,0
O00356,A0118,L00356,R011,2026-03-10,,Proposal,40453.0,0,0
O00357,A0231,L00357,R008,2025-01-29,2025-04-12,Closed Lost,76581.0,1,0
O00358,A0493,L00358,R011,2025-09-13,2025-10-15,Closed Won,44755.0,1,1
O00359,A0334,L00359,R012,2024-11-23,2025-02-06,Closed Won,7730.0,1,1
O00360,A0108,L00360,R001,2026-04-22,,Qualification,37377.0,0,0
O00361,A0423,L00361,R011,2025-10-26,2026-01-26,Closed Won,26208.0,1,1
O00362,A0253,L00362,R008,2025-06-29,2025-08-13,Closed Lost,158619.0,1,0
O00363,A0010,L00363,R010,2024-12-05,2025-02-26,Closed Won,264374.0,1,1
O00364,A0267,L00364,R016,2026-05-13,,Prospecting,60266.0,0,0
O00365,A0232,L00365,R003,2025-07-20,2025-09-16,Closed Lost,8938.0,1,0
O00366,A0134,L00366,R012,2024-12-28,2025-04-03,Closed Won,38811.0,1,1
O00367,A0156,L00367,R011,2024-06-07,2024-09-17,Closed Lost,207240.0,1,0
O00368,A0395,L00368,R012,2025-09-10,2025-10-05,Closed Won,9551.0,1,1
O00369,A0032,L00369,R017,2025-06-11,2025-07-12,Closed Lost,11668.0,1,0
O00370,A0467,L00370,R012,2025-10-20,2026-02-16,Closed Lost,54207.0,1,0
O00371,A0404,L00371,R015,2024-12-28,2025-04-22,Closed Lost,41580.0,1,0
O00372,A0128,L00372,R002,2024-08-24,2024-12-11,Closed Lost,14658.0,1,0
O00373,A0440,L00373,R007,2024-05-22,2024-07-20,Closed Lost,7374.0,1,0
O00374,A0028,L00374,R013,2025-03-13,2025-05-21,Closed Won,71694.0,1,1
O00375,A0434,L00375,R008,2025-01-17,2025-03-28,Closed Won,19051.0,1,1
O00376,A0446,L00376,R012,2026-05-23,,Negotiation,195040.0,0,0
O00377,A0369,L00377,R006,2024-10-12,2024-11-13,Closed Lost,18781.0,1,0
O00378,A0274,L00378,R009,2026-02-16,2026-03-14,Closed Won,10353.0,1,1
O00379,A0101,L00379,R006,2025-01-11,2025-02-20,Closed Won,40024.0,1,1
O00380,A0298,L00380,R015,2024-09-14,2024-12-04,Closed Won,187561.0,1,1
O00381,A0043,L00381,R004,2026-05-14,,Qualification,176364.0,0,0
O00382,A0324,L00382,R005,2024-11-20,2025-02-07,Closed Won,244266.0,1,1
O00383,A0131,L00383,R018,2024-08-29,2024-11-29,Closed Won,25836.0,1,1
O00384,A0337,L00384,R005,2025-01-28,2025-05-28,Closed Won,27766.0,1,1
O00385,A0108,L00385,R006,2024-11-01,2025-01-13,Closed Lost,74007.0,1,0
O00386,A0125,L00386,R013,2025-08-24,2025-09-14,Closed Lost,14550.0,1,0
O00387,A0107,L00387,R013,2024-07-14,2024-09-04,Closed Lost,11283.0,1,0
O00388,A0167,L00388,R009,2026-01-03,2026-04-10,Closed Won,8847.0,1,1
O00389,A0336,L00389,R018,2024-10-31,2025-02-02,Closed Lost,7166.0,1,0
O00390,A0066,L00390,R013,2024-08-28,2024-10-20,Closed Lost,10198.0,1,0
O00391,A0141,L00391,R017,2026-01-18,2026-03-12,Closed Won,174527.0,1,1
O00392,A0246,L00392,R011,2026-05-22,,Negotiation,119653.0,0,0
O00393,A0082,L00393,R008,2026-05-04,,Prospecting,50614.0,0,0
O00394,A0355,L00394,R009,2024-09-29,2025-01-19,Closed Won,12949.0,1,1
O00395,A0375,L00395,R005,2026-05-15,,Qualification,18477.0,0,0
O00396,A0384,L00396,R008,2025-09-23,2026-01-19,Closed Won,31833.0,1,1
O00397,A0198,L00397,R017,2024-10-05,2024-12-05,Closed Won,58688.0,1,1
O00398,A0478,L00398,R012,2026-03-03,2026-03-28,Closed Won,235767.0,1,1
O00399,A0479,L00399,R003,2026-05-23,,Proposal,14325.0,0,0
O00400,A0302,L00400,R008,2025-06-13,2025-10-09,Closed Won,6516.0,1,1
O00401,A0324,L00401,R003,2025-03-14,2025-05-28,Closed Won,251459.0,1,1
O00402,A0245,L00402,R007,2025-07-08,2025-10-12,Closed Won,19506.0,1,1
O00403,A0214,L00403,R010,2026-03-30,,Qualification,5662.0,0,0
O00404,A0042,L00404,R008,2026-05-02,,Proposal,202740.0,0,0
O00405,A0125,L00405,R006,2024-06-16,2024-07-15,Closed Won,12007.0,1,1
O00406,A0285,L00406,R007,2025-09-28,2026-01-24,Closed Lost,36605.0,1,0
O00407,A0232,L00407,R004,2025-07-01,2025-07-31,Closed Won,17880.0,1,1
O00408,A0404,L00408,R018,2026-03-25,,Qualification,42369.0,0,0
O00409,A0130,L00409,R002,2025-06-09,2025-06-29,Closed Lost,16033.0,1,0
O00410,A0239,L00410,R008,2026-01-07,2026-05-02,Closed Lost,261352.0,1,0
O00411,A0346,L00411,R015,2024-05-15,2024-06-21,Closed Won,11471.0,1,1
O00412,A0105,L00412,R003,2025-11-03,2026-02-11,Closed Won,15627.0,1,1
O00413,A0059,L00413,R003,2025-08-26,2025-11-16,Closed Lost,19785.0,1,0
O00414,A0101,L00414,R015,2024-05-09,2024-07-10,Closed Won,57318.0,1,1
O00415,A0369,L00415,R014,2026-03-06,,Negotiation,14762.0,0,0
O00416,A0409,L00416,R005,2025-07-07,2025-07-29,Closed Won,12993.0,1,1
O00417,A0237,L00417,R012,2025-07-21,2025-10-06,Closed Lost,52426.0,1,0
O00418,A0097,L00418,R008,2025-04-13,2025-07-17,Closed Lost,42534.0,1,0
O00419,A0471,L00419,R014,2026-03-22,,Qualification,15690.0,0,0
O00420,A0242,L00420,R004,2025-06-30,2025-08-01,Closed Lost,7839.0,1,0
O00421,A0131,L00421,R003,2026-05-05,,Prospecting,64363.0,0,0
O00422,A0057,L00422,R003,2025-04-14,2025-06-06,Closed Won,34856.0,1,1
O00423,A0427,L00423,R010,2024-06-21,2024-10-09,Closed Lost,77258.0,1,0
O00424,A0305,L00424,R015,2024-10-19,2024-11-21,Closed Won,106704.0,1,1
O00425,A0355,L00425,R010,2024-10-05,2024-11-06,Closed Lost,17484.0,1,0
O00426,A0485,L00426,R014,2025-04-15,2025-07-04,Closed Won,17602.0,1,1
O00427,A0181,L00427,R005,2026-05-08,,Negotiation,63581.0,0,0
O00428,A0476,L00428,R015,2025-07-28,2025-08-20,Closed Won,13456.0,1,1
O00429,A0170,L00429,R018,2025-06-07,2025-07-04,Closed Won,11580.0,1,1
O00430,A0316,L00430,R015,2026-04-08,,Negotiation,16687.0,0,0
O00431,A0157,,R001,2026-01-16,2026-04-13,Closed Won,42554.0,1,1
O00432,A0395,L00432,R008,2025-06-19,2025-10-17,Closed Won,15682.0,1,1
O00433,A0360,L00433,R003,2026-04-07,,Qualification,19415.0,0,0
O00434,A0171,L00434,R003,2025-12-28,2026-03-27,Closed Won,61660.0,1,1
O00435,A0056,L00435,R016,2025-04-28,2025-07-21,Closed Won,23928.0,1,1
O00436,A0369,L00436,R007,2025-12-17,2026-04-11,Closed Won,12424.0,1,1
O00437,A0117,L00437,R006,2026-05-14,,Qualification,39608.0,0,0
O00438,A0164,L00438,R004,2026-04-29,,Prospecting,14541.0,0,0
O00439,A0415,L00439,R002,2025-08-31,2025-10-06,Closed Lost,6342.0,1,0
O00440,A0202,L00440,R010,2025-12-20,2026-02-11,Closed Won,14158.0,1,1
O00441,A0366,L00441,R015,2025-09-09,2025-10-15,Closed Won,47323.0,1,1
O00442,A0107,L00442,R001,2025-05-14,2025-08-13,Closed Won,12755.0,1,1
O00443,A0021,L00443,R003,2025-03-07,2025-05-13,Closed Won,120187.0,1,1
O00444,A0025,L00444,R006,2025-09-13,2025-10-26,Closed Won,19651.0,1,1
O00445,A0287,L00445,R009,2025-08-30,2025-11-06,Closed Won,57077.0,1,1
O00446,A0334,L00446,R016,2026-01-29,2026-05-08,Closed Won,7440.0,1,1
O00447,A0336,L00447,R014,2024-05-26,2024-07-06,Closed Lost,12259.0,1,0
O00448,A0478,L00448,R011,2025-10-17,2026-01-17,Closed Won,222038.0,1,1
O00449,A0266,L00449,R005,2025-12-15,2026-04-04,Closed Won,5310.0,1,1
O00450,A0246,L00450,R007,2025-10-23,2025-11-15,Closed Won,86098.0,1,1
O00451,A0143,L00451,R005,2025-06-22,2025-08-20,Closed Won,127885.0,1,1
O00452,A0150,L00452,R006,2025-01-20,2025-03-22,Closed Lost,26471.0,1,0
O00453,A0255,L00453,R007,2025-03-22,2025-04-18,Closed Won,53057.0,1,1
O00454,A0457,L00454,R005,2026-03-14,,Qualification,5305.0,0,0
O00455,A0285,L00455,R002,2024-09-23,2024-11-08,Closed Lost,49227.0,1,0
O00456,A0212,L00456,R010,2026-01-26,2026-04-15,Closed Won,19933.0,1,1
O00457,A0137,L00457,R016,2026-02-07,2026-04-12,Closed Won,9110.0,1,1
O00458,A0282,L00458,R002,2025-11-21,2025-12-28,Closed Lost,39702.0,1,0
O00459,A0442,L00459,R012,2026-04-28,,Proposal,169819.0,0,0
O00460,A0480,L00460,R001,2024-05-03,2024-08-13,Closed Lost,10381.0,1,0
O00461,A0352,L00461,R008,2024-07-19,2024-10-30,Closed Won,17492.0,1,1
O00462,A0177,L00462,R007,2024-10-29,2025-01-06,Closed Lost,73266.0,1,0
O00463,A0469,L00463,R001,2025-02-12,2025-06-09,Closed Lost,196543.0,1,0
O00464,A0359,L00464,R018,2026-03-06,,Proposal,8838.0,0,0
O00465,A0099,L00465,R012,2025-12-04,2026-01-28,Closed Won,18453.0,1,1
O00466,A0342,L00466,R004,2024-07-06,2024-10-29,Closed Lost,14259.0,1,0
O00467,A0441,L00467,R015,2024-05-24,2024-09-07,Closed Won,67769.0,1,1
O00468,A0214,L00468,R017,2025-07-17,2025-09-16,Closed Won,16028.0,1,1
O00469,A0380,L00469,R013,2025-10-28,2026-01-09,Closed Won,19480.0,1,1
O00470,A0404,L00470,R005,2025-01-11,2025-02-09,Closed Lost,68329.0,1,0
O00471,A0313,L00471,R009,2026-05-16,,Proposal,5456.0,0,0
O00472,A0417,L00472,R007,2026-03-11,,Negotiation,18461.0,0,0
O00473,A0017,L00473,R017,2024-09-08,2025-01-06,Closed Lost,10132.0,1,0
O00474,A0306,L00474,R002,2024-06-23,2024-09-22,Closed Lost,193204.0,1,0
O00475,A0433,L00475,R012,2025-08-19,2025-10-27,Closed Won,71607.0,1,1
O00476,A0392,L00476,R010,2024-08-14,2024-09-16,Closed Lost,12439.0,1,0
O00477,A0297,L00477,R017,2025-01-18,2025-04-13,Closed Won,130754.0,1,1
O00478,A0399,L00478,R003,2026-02-27,2026-05-23,Closed Lost,23964.0,1,0
O00479,A0235,L00479,R007,2025-10-13,2025-11-03,Closed Won,14884.0,1,1
O00480,A0280,L00480,R008,2026-02-15,2026-04-01,Closed Won,5894.0,1,1
O00481,A0491,L00481,R013,2026-05-13,,Proposal,59306.0,0,0
O00482,A0439,L00482,R001,2026-02-14,2026-03-06,Closed Won,19918.0,1,1
O00483,A0385,L00483,R006,2025-06-14,2025-07-30,Closed Lost,18347.0,1,0
O00484,A0016,L00484,R003,2025-12-21,2026-03-31,Closed Lost,27549.0,1,0
O00485,A0110,,R013,2025-01-07,2025-04-07,Closed Won,148681.0,1,1
O00486,A0416,L00486,R007,2026-03-16,,Proposal,7248.0,0,0
O00487,A0331,L00487,R018,2026-04-26,,Prospecting,54532.0,0,0
O00488,A0463,L00488,R004,2025-05-19,2025-09-04,Closed Lost,18023.0,1,0
O00489,A0382,L00489,R004,2025-04-01,2025-05-10,Closed Lost,233963.0,1,0
O00490,A0064,L00490,R018,2026-03-28,,Prospecting,13327.0,0,0
O00491,A0308,L00491,R010,2026-05-23,,Proposal,7743.0,0,0
O00492,A0263,L00492,R013,2025-12-17,2026-02-09,Closed Lost,12918.0,1,0
O00493,A0102,L00493,R005,2025-05-22,2025-08-04,Closed Won,19142.0,1,1
O00494,A0376,L00494,R009,2024-06-12,2024-09-14,Closed Won,39336.0,1,1
O00495,A0184,L00495,R006,2025-07-27,2025-09-07,Closed Won,52606.0,1,1
O00496,A0251,L00496,R012,2026-03-31,,Prospecting,13956.0,0,0
O00497,A0020,L00497,R007,2025-03-06,2025-04-27,Closed Lost,8281.0,1,0
O00498,A0377,L00498,R010,2025-03-03,2025-06-29,Closed Won,68484.0,1,1
O00499,A0290,L00499,R001,2024-09-30,2025-01-25,Closed Lost,62946.0,1,0
O00500,A0393,L00500,R009,2026-04-14,,Prospecting,17412.0,0,0
O00501,A0215,L00501,R008,2024-05-31,2024-08-30,Closed Lost,16435.0,1,0
O00502,A0005,L00502,R012,2025-07-04,2025-08-21,Closed Won,73110.0,1,1
O00503,A0164,L00503,R011,2024-10-05,2024-11-11,Closed Won,5380.0,1,1
O00504,A0196,,R004,2025-05-31,2025-08-27,Closed Won,179960.0,1,1
O00505,A0153,L00505,R002,2026-04-06,2026-04-30,Closed Lost,7808.0,1,0
O00506,A0117,L00506,R010,2025-10-13,2025-12-19,Closed Lost,63225.0,1,0
O00507,A0455,L00507,R003,2025-07-03,2025-09-29,Closed Won,11407.0,1,1
O00508,A0436,L00508,R008,2024-10-10,2024-12-29,Closed Lost,10075.0,1,0
O00509,A0101,L00509,R009,2026-05-18,,Qualification,29351.0,0,0
O00510,A0246,L00510,R011,2026-02-21,2026-04-18,Closed Lost,201292.0,1,0
O00511,A0405,L00511,R008,2025-07-17,2025-10-24,Closed Won,7869.0,1,1
O00512,A0350,L00512,R005,2026-04-06,,Proposal,5715.0,0,0
O00513,A0109,L00513,R008,2026-03-17,,Proposal,52341.0,0,0
O00514,A0206,L00514,R005,2024-05-28,2024-08-15,Closed Lost,30802.0,1,0
O00515,A0375,L00515,R007,2025-06-11,2025-07-25,Closed Won,11244.0,1,1
O00516,A0375,L00516,R009,2025-01-04,2025-04-18,Closed Won,12942.0,1,1
O00517,A0010,L00517,R004,2025-06-05,2025-09-27,Closed Won,106349.0,1,1
O00518,A0180,L00518,R013,2026-05-09,,Qualification,34199.0,0,0
O00519,A0406,L00519,R012,2025-06-04,2025-07-07,Closed Lost,15502.0,1,0
O00520,A0384,L00520,R007,2024-05-17,2024-06-17,Closed Won,36364.0,1,1
O00521,A0032,L00521,R002,2026-05-26,,Qualification,19455.0,0,0
O00522,A0408,L00522,R011,2025-11-06,2025-12-22,Closed Won,41147.0,1,1
O00523,A0087,L00523,R012,2025-08-13,2025-09-29,Closed Won,46354.0,1,1
O00524,A0034,L00524,R008,2026-05-04,,Prospecting,8580.0,0,0
O00525,A0462,L00525,R004,2026-05-17,,Proposal,229213.0,0,0
O00526,A0347,L00526,R004,2026-04-11,,Negotiation,10440.0,0,0
O00527,A0321,L00527,R010,2024-12-25,2025-01-15,Closed Lost,140928.0,1,0
O00528,A0063,L00528,R014,2026-05-20,,Prospecting,8873.0,0,0
O00529,A0250,L00529,R003,2024-12-30,2025-01-23,Closed Won,8309.0,1,1
O00530,A0159,L00530,R014,2026-02-23,2026-05-07,Closed Lost,17893.0,1,0
O00531,A0103,L00531,R017,2026-04-04,2026-05-25,Closed Lost,94175.0,1,0
O00532,A0092,L00532,R001,2026-03-10,,Qualification,61273.0,0,0
O00533,A0103,L00533,R004,2024-12-28,2025-02-12,Closed Lost,104054.0,1,0
O00534,A0156,L00534,R004,2025-01-10,2025-04-17,Closed Lost,269182.0,1,0
O00535,A0432,L00535,R002,2026-04-21,,Negotiation,12883.0,0,0
O00536,A0078,L00536,R009,2026-04-25,,Prospecting,288026.0,0,0
O00537,A0077,,R004,2025-08-08,2025-10-06,Closed Won,16905.0,1,1
O00538,A0235,L00538,R017,2025-05-19,2025-08-11,Closed Won,7535.0,1,1
O00539,A0193,L00539,R012,2024-06-09,2024-08-20,Closed Lost,40172.0,1,0
O00540,A0082,L00540,R008,2025-04-22,2025-08-16,Closed Won,70000.0,1,1
O00541,A0193,L00541,R014,2025-05-06,2025-05-30,Closed Won,47789.0,1,1
O00542,A0303,L00542,R003,2024-10-13,2025-01-15,Closed Won,16158.0,1,1
O00543,A0354,L00543,R002,2026-04-25,,Qualification,79047.0,0,0
O00544,A0484,L00544,R016,2025-06-26,2025-10-17,Closed Lost,15788.0,1,0
O00545,A0389,L00545,R015,2025-06-12,2025-07-28,Closed Won,170280.0,1,1
O00546,A0387,L00546,R010,2025-07-16,2025-11-06,Closed Lost,47383.0,1,0
O00547,A0100,L00547,R010,2024-12-04,2025-03-06,Closed Won,7981.0,1,1
O00548,A0492,L00548,R008,2024-08-20,2024-11-27,Closed Lost,19280.0,1,0
O00549,A0139,L00549,R001,2024-08-12,2024-11-02,Closed Won,10605.0,1,1
O00550,A0494,L00550,R004,2026-04-19,,Proposal,26346.0,0,0
O00551,A0186,L999907,R007,2025-05-05,2025-06-24,Closed Won,78337.0,1,1
O00552,A0404,L00552,R009,2024-09-20,2025-01-10,Closed Lost,20202.0,1,0
O00553,A0266,L00553,R014,2026-01-24,2026-04-11,Closed Won,16456.0,1,1
O00554,A0320,L00554,R006,2025-03-30,2025-04-24,Closed Lost,18313.0,1,0
O00555,A0214,L00555,R018,2026-03-14,,Negotiation,12800.0,0,0
O00556,A0393,L00556,R010,2025-03-05,2025-04-05,Closed Won,16741.0,1,1
O00557,A0242,L00557,R005,2024-07-31,2024-11-24,Closed Won,13858.0,1,1
O00558,A0452,L00558,R006,2025-08-31,2025-12-14,Closed Lost,70220.0,1,0
O00559,A0268,L00559,R009,2026-04-13,,Qualification,16885.0,0,0
O00560,A0322,L00560,R017,2025-05-26,2025-09-15,Closed Lost,11176.0,1,0
O00561,A0371,L00561,R014,2024-09-08,2024-11-14,Closed Won,8082.0,1,1
O00562,A0268,L00562,R007,2025-05-09,2025-09-04,Closed Lost,18879.0,1,0
O00563,A0054,L00563,R010,2025-02-28,2025-04-07,Closed Lost,20602.0,1,0
O00564,A0142,L00564,R012,2026-03-06,,Proposal,17239.0,0,0
O00565,A0424,L00565,R009,2026-05-04,,Proposal,14403.0,0,0
O00566,A0359,L00566,R014,2026-03-08,,Qualification,18894.0,0,0
O00567,A0408,L00567,R016,2026-05-11,,Negotiation,79793.0,0,0
O00568,A0036,L00568,R006,2025-11-13,2025-12-27,Closed Lost,16907.0,1,0
O00569,A0425,L00569,R006,2024-09-18,2024-12-20,Closed Lost,16625.0,1,0
O00570,A0368,L00570,R007,2026-03-15,,Qualification,20598.0,0,0
O00571,A0421,L00571,R002,2026-03-24,,Prospecting,94766.0,0,0
O00572,A0326,L00572,R008,2025-06-18,2025-10-08,Closed Won,14722.0,1,1
O00573,A0478,L00573,R014,2026-05-26,,Prospecting,251126.0,0,0
O00574,A0326,L00574,R012,2024-08-31,2024-09-21,Closed Lost,9509.0,1,0
O00575,A0321,L00575,R005,2025-09-04,2025-12-06,Closed Lost,213627.0,1,0
O00576,A0323,L00576,R006,2024-07-05,2024-09-04,Closed Won,48420.0,1,1
O00577,A0269,L00577,R010,2025-11-03,2026-02-05,Closed Won,18307.0,1,1
O00578,A0091,L00578,R013,2025-03-18,2025-06-03,Closed Won,14815.0,1,1
O00579,A0129,L00579,R001,2026-05-05,,Proposal,69353.0,0,0
O00580,A0330,L00580,R006,2026-05-07,,Proposal,9068.0,0,0
O00581,A0157,L00581,R018,2025-10-05,2026-01-01,Closed Won,79689.0,1,1
O00582,A0071,L00582,R015,2026-05-18,,Qualification,19026.0,0,0
O00583,A0312,,R010,2024-10-15,2025-01-26,Closed Won,6218.0,1,1
O00584,A0072,L00584,R002,2024-11-14,2025-02-23,Closed Lost,133415.0,1,0
O00585,A0210,L00585,R006,2026-04-19,,Prospecting,120236.0,0,0
O00586,A0136,L00586,R002,2025-04-03,2025-05-01,Closed Lost,13707.0,1,0
O00587,A0390,L00587,R016,2024-08-09,2024-08-30,Closed Won,118359.0,1,1
O00588,A0062,,R014,2024-08-06,2024-10-27,Closed Won,54503.0,1,1
O00589,A0050,L00589,R004,2026-04-20,,Qualification,23143.0,0,0
O00590,A0395,L00590,R011,2026-05-02,,Qualification,14038.0,0,0
O00591,A0078,L00591,R003,2024-06-24,2024-08-17,Closed Lost,113126.0,1,0
O00592,A0220,L00592,R015,2025-07-13,2025-09-06,Closed Lost,10799.0,1,0
O00593,A0153,L00593,R006,2024-07-18,2024-08-17,Closed Won,17625.0,1,1
O00594,A0278,L00594,R015,2025-10-03,2025-12-16,Closed Won,13074.0,1,1
O00595,A0349,L00595,R001,2024-05-08,2024-08-31,Closed Won,46572.0,1,1
O00596,A0476,L00596,R018,2026-05-18,,Prospecting,18489.0,0,0
O00597,A0085,L00597,R014,2026-03-24,,Prospecting,19449.0,0,0
O00598,A0257,L00598,R008,2024-08-24,2024-10-30,Closed Won,23336.0,1,1
O00599,A0059,L00599,R009,2026-02-06,2026-02-26,Closed Won,9901.0,1,1
O00600,A0258,L00600,R001,2025-09-12,2025-12-20,Closed Lost,78551.0,1,0
O00601,A0231,L00601,R007,2024-11-07,2025-02-27,Closed Won,39552.0,1,1
O00602,A0258,L00602,R008,2026-03-02,,Qualification,30073.0,0,0
O00603,A0188,L00603,R008,2024-08-20,2024-10-13,Closed Won,10971.0,1,1
O00604,A0003,L00604,R016,2025-02-16,2025-04-01,Closed Won,19476.0,1,1
O00605,A0334,L00605,R018,2026-03-17,,Negotiation,12852.0,0,0
O00606,A0383,L00606,R008,2025-06-03,2025-09-25,Closed Lost,19446.0,1,0
O00607,A0064,L00607,R010,2026-04-01,,Prospecting,10638.0,0,0
O00608,A0299,L00608,R008,2024-07-24,2024-10-14,Closed Won,82104.0,1,1
O00609,A0384,L00609,R005,2025-07-14,2025-10-27,Closed Lost,76634.0,1,0
O00610,A0351,L00610,R011,2026-02-04,2026-05-10,Closed Won,52920.0,1,1
O00611,A0097,L00611,R008,2024-06-22,2024-07-23,Closed Lost,29581.0,1,0
O00612,A0214,L00612,R010,2024-08-21,2024-10-18,Closed Lost,6005.0,1,0
O00613,A0160,L00613,R004,2025-03-26,2025-07-08,Closed Won,92466.0,1,1
O00614,A0127,L00614,R007,2026-03-17,2026-04-18,Closed Won,208787.0,1,1
O00615,A0406,L00615,R015,2024-12-30,2025-03-07,Closed Lost,17172.0,1,0
O00616,A0315,L00616,R003,2024-11-12,2025-02-23,Closed Lost,14860.0,1,0
O00617,A0274,L00617,R006,2024-11-23,2025-03-20,Closed Lost,10618.0,1,0
O00618,A0356,L00618,R016,2026-05-12,,Proposal,78431.0,0,0
O00619,A0034,L00619,R010,2026-03-04,,Qualification,11864.0,0,0
O00620,A0145,L00620,R002,2026-03-26,,Negotiation,57104.0,0,0
O00621,A0376,L00621,R011,2025-02-03,2025-05-11,Closed Won,45175.0,1,1
O00622,A0440,L00622,R010,2025-10-20,2026-02-09,Closed Lost,17953.0,1,0
O00623,A0060,L00623,R001,2026-02-14,2026-03-11,Closed Won,34675.0,1,1
O00624,A0026,L00624,R018,2024-05-02,2024-06-05,Closed Won,9079.0,1,1
O00625,A0353,L00625,R005,2025-02-26,2025-06-04,Closed Won,223989.0,1,1
O00626,A0366,L00626,R004,2026-05-09,,Prospecting,38329.0,0,0
O00627,A0129,L00627,R012,2024-12-12,2025-02-26,Closed Lost,61040.0,1,0
O00628,A0198,L00628,R005,2024-09-29,2024-12-05,Closed Lost,49232.0,1,0
O00629,A0285,L00629,R004,2024-10-14,2024-12-12,Closed Won,67807.0,1,1
O00630,A0214,L00630,R017,2026-03-14,,Qualification,12455.0,0,0
O00631,A0011,L00631,R001,2026-03-07,,Qualification,18542.0,0,0
O00632,A0470,L00632,R001,2026-03-15,,Proposal,59297.0,0,0
O00633,A0223,L00633,R006,2024-06-27,2024-08-17,Closed Lost,122767.0,1,0
O00634,A0273,L00634,R010,2026-03-20,,Prospecting,6680.0,0,0
O00635,A0214,L00635,R007,2025-05-29,2025-09-13,Closed Won,7414.0,1,1
O00636,A0141,L00636,R012,2024-06-14,2024-07-14,Closed Won,99998.0,1,1
O00637,A0213,L00637,R013,2025-04-22,2025-06-17,Closed Lost,254921.0,1,0
O00638,A0331,L00638,R015,2024-05-03,2024-06-01,Closed Lost,37393.0,1,0
O00639,A0224,L00639,R015,2024-08-24,2024-09-21,Closed Lost,72222.0,1,0
O00640,A0177,L00640,R008,2026-01-07,2026-03-20,Closed Lost,52388.0,1,0
O00641,A0210,L00641,R010,2024-12-22,2025-03-20,Closed Lost,210312.0,1,0
O00642,A0375,L999917,R002,2024-05-18,2024-07-03,Closed Won,16519.0,1,1
O00643,A0175,L00643,R016,2026-03-19,,Proposal,18905.0,0,0
O00644,A0457,L00644,R004,2024-09-19,2025-01-12,Closed Won,8973.0,1,1
O00645,A0483,L00645,R001,2024-07-15,2024-10-17,Closed Won,11089.0,1,1
O00646,A0040,L00646,R001,2026-04-24,,Qualification,100202.0,0,0
O00647,A0264,L00647,R009,2026-02-20,2026-05-07,Closed Lost,158514.0,1,0
O00648,A0031,L00648,R001,2026-05-05,,Qualification,15525.0,0,0
O00649,A0475,L00649,R010,2026-05-14,,Proposal,199091.0,0,0
O00650,A0261,L00650,R014,2024-12-11,2025-01-07,Closed Lost,28200.0,1,0
O00651,A0347,L00651,R006,2024-10-16,2024-12-23,Closed Lost,12821.0,1,0
O00652,A0098,L00652,R002,2025-04-09,2025-08-06,Closed Won,27104.0,1,1
